ID;Workclass;education;marital-status;occupation;relationship;race;sex
16327;Private;Bachelors;Married-civ-spouse;Exec-managerial;Husband;Asian-Pac-Islander;Male
16328;Private;HS-grad;Married-civ-spouse;Craft-repair;Husband;White;Male
16329;Private;Bachelors;Married-civ-spouse;Other-service;Wife;Asian-Pac-Islander;Female
16330;Private;Some-college;Never-married;Craft-repair;Own-child;White;Male
16331;Local-gov;Bachelors;Married-civ-spouse;Exec-managerial;Husband;Black;Male
16332;Federal-gov;Assoc-voc;Married-civ-spouse;Craft-repair;Husband;Black;Male
16333;Private;Assoc-voc;Never-married;Sales;Not-in-family;White;Male
16334;Private;Masters;Married-civ-spouse;Prof-specialty;Wife;White;Female
16335;Private;Doctorate;Divorced;Prof-specialty;Not-in-family;White;Male
16336;Self-emp-not-inc;Bachelors;Married-civ-spouse;Sales;Husband;White;Male
16337;Private;Masters;Married-civ-spouse;Prof-specialty;Husband;Asian-Pac-Islander;Male
16338;Private;HS-grad;Married-civ-spouse;Adm-clerical;Wife;White;Female
16339;Self-emp-not-inc;HS-grad;Never-married;Farming-fishing;Not-in-family;White;Male
16340;State-gov;Bachelors;Never-married;Prof-specialty;Own-child;White;Male
16341;Private;Some-college;Married-civ-spouse;Prof-specialty;Wife;White;Female
16342;Private;Some-college;Widowed;Sales;Not-in-family;White;Female
16343;Private;Some-college;Married-civ-spouse;Exec-managerial;Wife;White;Female
16344;Private;Assoc-voc;Divorced;Prof-specialty;Not-in-family;White;Male
16345;Private;Some-college;Never-married;Exec-managerial;Not-in-family;White;Male
16346;Private;HS-grad;Widowed;Exec-managerial;Not-in-family;White;Female
16347;?;7th-8th;Never-married;?;Unmarried;White;Female
16348;State-gov;Bachelors;Married-civ-spouse;Prof-specialty;Husband;White;Male
16349;Private;HS-grad;Never-married;Adm-clerical;Other-relative;White;Female
16350;Private;HS-grad;Divorced;Adm-clerical;Not-in-family;White;Female
16351;Private;Masters;Married-civ-spouse;Sales;Husband;White;Male
16352;Private;Assoc-acdm;Never-married;Sales;Own-child;White;Female
16353;Private;Bachelors;Married-civ-spouse;Sales;Husband;White;Male
16354;Private;HS-grad;Never-married;Prof-specialty;Not-in-family;White;Male
16355;Private;11th;Separated;Priv-house-serv;Unmarried;White;Female
16356;Private;Bachelors;Never-married;Prof-specialty;Own-child;White;Female
16357;Private;HS-grad;Never-married;Adm-clerical;Unmarried;Black;Female
16358;Private;Masters;Never-married;Prof-specialty;Not-in-family;Black;Male
16359;Private;HS-grad;Married-civ-spouse;Machine-op-inspct;Husband;White;Male
16360;Self-emp-not-inc;HS-grad;Married-civ-spouse;Craft-repair;Husband;White;Male
16361;Private;Bachelors;Never-married;Sales;Own-child;White;Female
16362;Private;Bachelors;Never-married;Priv-house-serv;Not-in-family;White;Female
16363;Local-gov;HS-grad;Separated;Protective-serv;Other-relative;Black;Female
16364;Private;Bachelors;Married-civ-spouse;Adm-clerical;Husband;White;Male
16365;Private;5th-6th;Separated;Other-service;Other-relative;White;Female
16366;Private;12th;Married-civ-spouse;Other-service;Wife;White;Female
16367;Private;Assoc-voc;Divorced;Tech-support;Unmarried;White;Female
16368;Private;5th-6th;Married-civ-spouse;Machine-op-inspct;Husband;White;Male
16369;Private;HS-grad;Divorced;Handlers-cleaners;Not-in-family;White;Male
16370;Self-emp-not-inc;11th;Divorced;Handlers-cleaners;Not-in-family;White;Male
16371;Local-gov;Masters;Married-civ-spouse;Prof-specialty;Husband;Black;Male
16372;Private;Some-college;Married-civ-spouse;Other-service;Husband;White;Male
16373;Private;Some-college;Married-civ-spouse;Handlers-cleaners;Husband;White;Male
16374;Private;Assoc-acdm;Widowed;Prof-specialty;Unmarried;White;Female
16375;Private;HS-grad;Married-civ-spouse;Sales;Wife;White;Female
16376;Private;HS-grad;Married-civ-spouse;Transport-moving;Husband;White;Male
16377;Private;Bachelors;Married-civ-spouse;Prof-specialty;Husband;Other;Male
16378;Self-emp-not-inc;Bachelors;Divorced;Exec-managerial;Not-in-family;White;Male
16379;Private;HS-grad;Divorced;Other-service;Unmarried;Black;Male
16380;?;HS-grad;Never-married;?;Own-child;White;Male
16381;Private;Bachelors;Never-married;Exec-managerial;Not-in-family;White;Female
16382;Private;Some-college;Never-married;Sales;Own-child;White;Male
16383;?;HS-grad;Never-married;?;Own-child;Black;Male
16384;Private;Some-college;Divorced;Adm-clerical;Not-in-family;White;Female
16385;Private;HS-grad;Never-married;Other-service;Own-child;White;Male
16386;Private;Bachelors;Married-civ-spouse;Prof-specialty;Husband;White;Male
16387;Private;HS-grad;Married-civ-spouse;Craft-repair;Husband;White;Male
16388;Private;11th;Never-married;Craft-repair;Own-child;White;Female
16389;Private;HS-grad;Divorced;Sales;Not-in-family;White;Female
16390;Private;Bachelors;Married-civ-spouse;Craft-repair;Husband;White;Male
16391;Local-gov;Assoc-acdm;Married-civ-spouse;Protective-serv;Husband;White;Male
16392;Private;HS-grad;Never-married;Other-service;Not-in-family;Black;Male
16393;Private;Masters;Never-married;Exec-managerial;Not-in-family;White;Male
16394;Private;Bachelors;Divorced;Exec-managerial;Not-in-family;White;Female
16395;Local-gov;Bachelors;Separated;Prof-specialty;Not-in-family;Black;Male
16396;Private;Bachelors;Never-married;Adm-clerical;Own-child;White;Female
16397;Private;HS-grad;Never-married;Handlers-cleaners;Unmarried;White;Male
16398;Private;HS-grad;Divorced;Adm-clerical;Unmarried;White;Female
16399;Private;7th-8th;Never-married;Machine-op-inspct;Other-relative;White;Female
16400;?;11th;Never-married;?;Own-child;White;Female
16401;Federal-gov;Some-college;Married-spouse-absent;Adm-clerical;Not-in-family;Black;Male
16402;Private;HS-grad;Never-married;Other-service;Own-child;White;Female
16403;Private;HS-grad;Never-married;Craft-repair;Not-in-family;White;Male
16404;Private;Bachelors;Married-civ-spouse;Exec-managerial;Husband;White;Male
16405;?;Doctorate;Never-married;?;Not-in-family;White;Male
16406;Private;HS-grad;Married-civ-spouse;Transport-moving;Husband;White;Male
16407;Self-emp-not-inc;Assoc-voc;Married-civ-spouse;Craft-repair;Husband;White;Male
16408;Private;Bachelors;Married-civ-spouse;Exec-managerial;Husband;White;Male
16409;State-gov;Some-college;Never-married;Prof-specialty;Own-child;White;Male
16410;Self-emp-not-inc;Bachelors;Married-civ-spouse;Sales;Husband;White;Male
16411;?;12th;Never-married;?;Own-child;White;Female
16412;Private;10th;Married-civ-spouse;Transport-moving;Husband;White;Male
16413;Private;Some-college;Married-civ-spouse;Adm-clerical;Husband;Black;Male
16414;Private;HS-grad;Married-civ-spouse;Adm-clerical;Husband;White;Male
16415;Private;HS-grad;Married-civ-spouse;Handlers-cleaners;Husband;White;Male
16416;Private;Bachelors;Never-married;Exec-managerial;Not-in-family;White;Male
16417;Private;HS-grad;Married-civ-spouse;Machine-op-inspct;Husband;White;Male
16418;Private;Bachelors;Married-civ-spouse;Exec-managerial;Wife;Black;Female
16419;Private;Bachelors;Married-civ-spouse;Sales;Husband;White;Male
16420;Private;HS-grad;Married-civ-spouse;Transport-moving;Husband;White;Male
16421;Private;HS-grad;Divorced;Craft-repair;Other-relative;Black;Female
16422;Federal-gov;Assoc-acdm;Divorced;Exec-managerial;Not-in-family;White;Female
16423;Self-emp-inc;Prof-school;Married-civ-spouse;Prof-specialty;Husband;White;Male
16424;Private;HS-grad;Divorced;Adm-clerical;Unmarried;Amer-Indian-Eskimo;Female
16425;Private;HS-grad;Never-married;Machine-op-inspct;Own-child;White;Male
16426;Private;HS-grad;Divorced;Adm-clerical;Not-in-family;White;Female
16427;Private;11th;Married-civ-spouse;Transport-moving;Husband;White;Male
16428;Self-emp-not-inc;12th;Never-married;Craft-repair;Not-in-family;Black;Male
16429;Private;Bachelors;Married-civ-spouse;Tech-support;Husband;White;Male
16430;Private;HS-grad;Never-married;Other-service;Unmarried;White;Male
16431;State-gov;HS-grad;Married-civ-spouse;Exec-managerial;Husband;White;Male
16432;Private;Some-college;Never-married;Exec-managerial;Not-in-family;Black;Female
16433;Private;11th;Never-married;Sales;Not-in-family;White;Female
16434;Private;HS-grad;Married-civ-spouse;Craft-repair;Husband;White;Male
16435;Private;HS-grad;Married-civ-spouse;Craft-repair;Husband;Other;Male
16436;Private;Some-college;Never-married;Adm-clerical;Own-child;White;Male
16437;Private;Bachelors;Never-married;Adm-clerical;Own-child;White;Male
16438;Private;HS-grad;Divorced;Other-service;Unmarried;White;Female
16439;Self-emp-not-inc;Assoc-voc;Never-married;Exec-managerial;Not-in-family;White;Male
16440;Private;Masters;Married-civ-spouse;Prof-specialty;Husband;White;Male
16441;Private;10th;Married-civ-spouse;Exec-managerial;Husband;White;Male
16442;Private;Assoc-acdm;Never-married;Craft-repair;Not-in-family;White;Male
16443;Private;HS-grad;Never-married;Handlers-cleaners;Not-in-family;White;Male
16444;State-gov;Masters;Never-married;Prof-specialty;Own-child;White;Female
16445;Private;HS-grad;Never-married;Exec-managerial;Not-in-family;White;Female
16446;Private;10th;Divorced;Other-service;Other-relative;White;Female
16447;Self-emp-not-inc;Bachelors;Married-civ-spouse;Sales;Husband;White;Male
16448;Private;Bachelors;Never-married;Exec-managerial;Own-child;Asian-Pac-Islander;Female
16449;Self-emp-not-inc;Masters;Divorced;Exec-managerial;Unmarried;White;Female
16450;Private;Assoc-voc;Married-civ-spouse;Handlers-cleaners;Husband;White;Male
16451;Private;HS-grad;Divorced;Adm-clerical;Unmarried;White;Female
16452;Private;1st-4th;Married-civ-spouse;Farming-fishing;Husband;White;Male
16453;Private;HS-grad;Married-civ-spouse;Other-service;Husband;White;Male
16454;Private;HS-grad;Married-civ-spouse;Sales;Wife;White;Female
16455;?;HS-grad;Married-civ-spouse;?;Husband;White;Male
16456;Private;Some-college;Never-married;Adm-clerical;Not-in-family;White;Female
16457;?;HS-grad;Divorced;?;Not-in-family;White;Female
16458;Private;Bachelors;Married-civ-spouse;Prof-specialty;Husband;White;Male
16459;Federal-gov;HS-grad;Widowed;Exec-managerial;Not-in-family;White;Female
16460;Private;HS-grad;Married-civ-spouse;Sales;Wife;White;Female
16461;Private;Bachelors;Married-civ-spouse;Exec-managerial;Husband;White;Male
16462;Private;Some-college;Married-civ-spouse;Prof-specialty;Husband;White;Male
16463;State-gov;Masters;Married-civ-spouse;Prof-specialty;Husband;White;Male
16464;Private;11th;Never-married;Other-service;Own-child;White;Male
16465;Local-gov;7th-8th;Widowed;Other-service;Not-in-family;White;Female
16466;Self-emp-not-inc;11th;Married-civ-spouse;Transport-moving;Husband;White;Male
16467;Federal-gov;Assoc-voc;Divorced;Farming-fishing;Not-in-family;White;Female
16468;Private;Bachelors;Never-married;Prof-specialty;Not-in-family;White;Male
16469;Self-emp-not-inc;Some-college;Never-married;Exec-managerial;Not-in-family;White;Male
16470;Private;11th;Never-married;Sales;Own-child;White;Female
16471;Local-gov;HS-grad;Married-civ-spouse;Transport-moving;Husband;Black;Male
16472;Private;Doctorate;Never-married;Prof-specialty;Not-in-family;White;Male
16473;Private;Assoc-acdm;Never-married;Other-service;Own-child;Black;Male
16474;Private;HS-grad;Divorced;Other-service;Own-child;White;Female
16475;Self-emp-not-inc;Prof-school;Married-civ-spouse;Prof-specialty;Husband;White;Male
16476;Private;HS-grad;Never-married;Craft-repair;Not-in-family;White;Male
16477;Local-gov;9th;Married-civ-spouse;Other-service;Husband;White;Male
16478;Private;10th;Divorced;Other-service;Unmarried;White;Female
16479;Self-emp-not-inc;7th-8th;Married-civ-spouse;Craft-repair;Husband;White;Male
16480;Private;Some-college;Married-spouse-absent;Adm-clerical;Own-child;Black;Female
16481;Private;Some-college;Never-married;Craft-repair;Own-child;White;Male
16482;Private;Bachelors;Never-married;Exec-managerial;Not-in-family;White;Female
16483;Self-emp-inc;Doctorate;Married-civ-spouse;Prof-specialty;Husband;White;Male
16484;Private;HS-grad;Married-civ-spouse;Craft-repair;Husband;White;Male
16485;Private;Bachelors;Married-civ-spouse;Transport-moving;Husband;White;Male
16486;State-gov;Bachelors;Married-civ-spouse;Exec-managerial;Husband;White;Male
16487;Private;Bachelors;Married-civ-spouse;Farming-fishing;Husband;White;Male
16488;Private;HS-grad;Married-civ-spouse;Machine-op-inspct;Husband;White;Male
16489;?;Bachelors;Never-married;?;Not-in-family;Black;Male
16490;Private;Some-college;Married-civ-spouse;Transport-moving;Husband;White;Male
16491;?;HS-grad;Married-civ-spouse;?;Husband;White;Male
16492;Private;Bachelors;Never-married;Handlers-cleaners;Own-child;White;Male
16493;Self-emp-not-inc;Bachelors;Married-civ-spouse;Exec-managerial;Husband;White;Male
16494;Private;Some-college;Never-married;Prof-specialty;Not-in-family;White;Male
16495;Private;5th-6th;Widowed;Other-service;Other-relative;Asian-Pac-Islander;Female
16496;Private;9th;Separated;Other-service;Not-in-family;White;Male
16497;Private;Masters;Married-civ-spouse;Sales;Husband;White;Male
16498;Private;Preschool;Never-married;Priv-house-serv;Not-in-family;Asian-Pac-Islander;Female
16499;Private;Some-college;Divorced;Sales;Unmarried;White;Female
16500;Private;HS-grad;Married-civ-spouse;Sales;Husband;White;Male
16501;Private;Doctorate;Married-civ-spouse;Prof-specialty;Husband;White;Male
16502;Federal-gov;HS-grad;Never-married;Adm-clerical;Unmarried;Black;Female
16503;Private;Doctorate;Married-civ-spouse;Prof-specialty;Husband;White;Male
16504;State-gov;Some-college;Never-married;Prof-specialty;Not-in-family;White;Female
16505;Private;Bachelors;Never-married;Prof-specialty;Other-relative;White;Female
16506;Private;5th-6th;Married-civ-spouse;Transport-moving;Husband;Amer-Indian-Eskimo;Male
16507;Private;Some-college;Never-married;Adm-clerical;Own-child;White;Female
16508;Private;HS-grad;Married-civ-spouse;Machine-op-inspct;Husband;White;Male
16509;State-gov;HS-grad;Married-civ-spouse;Adm-clerical;Wife;White;Female
16510;Private;HS-grad;Divorced;Adm-clerical;Not-in-family;White;Female
16511;State-gov;HS-grad;Married-civ-spouse;Protective-serv;Husband;White;Male
16512;Self-emp-not-inc;HS-grad;Married-civ-spouse;Craft-repair;Husband;White;Male
16513;Private;HS-grad;Married-civ-spouse;Exec-managerial;Husband;White;Male
16514;Self-emp-not-inc;Some-college;Married-spouse-absent;Craft-repair;Not-in-family;White;Male
16515;Private;11th;Widowed;Handlers-cleaners;Unmarried;White;Female
16516;?;Some-college;Never-married;?;Own-child;White;Male
16517;Private;Some-college;Divorced;Craft-repair;Not-in-family;White;Male
16518;Private;HS-grad;Never-married;Other-service;Own-child;White;Male
16519;Private;HS-grad;Married-civ-spouse;Adm-clerical;Husband;White;Male
16520;Local-gov;Bachelors;Never-married;Prof-specialty;Not-in-family;White;Female
16521;Private;Masters;Married-civ-spouse;Sales;Husband;White;Male
16522;Private;Masters;Married-civ-spouse;Adm-clerical;Husband;White;Male
16523;Local-gov;Some-college;Never-married;Adm-clerical;Unmarried;Black;Female
16524;?;HS-grad;Married-civ-spouse;?;Husband;White;Male
16525;Private;HS-grad;Divorced;Other-service;Other-relative;Black;Female
16526;Self-emp-inc;Doctorate;Married-civ-spouse;Prof-specialty;Husband;White;Male
16527;Private;Bachelors;Never-married;Exec-managerial;Not-in-family;White;Male
16528;Self-emp-inc;Some-college;Married-civ-spouse;Exec-managerial;Husband;White;Male
16529;Private;HS-grad;Widowed;Other-service;Unmarried;Asian-Pac-Islander;Female
16530;Private;12th;Never-married;Other-service;Not-in-family;White;Female
16531;Private;7th-8th;Married-civ-spouse;Handlers-cleaners;Husband;White;Male
16532;Private;Some-college;Married-civ-spouse;Sales;Husband;Black;Male
16533;Private;11th;Never-married;Other-service;Other-relative;Black;Female
16534;Private;HS-grad;Never-married;Craft-repair;Other-relative;White;Male
16535;Private;HS-grad;Never-married;Transport-moving;Own-child;White;Male
16536;?;Bachelors;Married-civ-spouse;?;Husband;White;Male
16537;Private;HS-grad;Never-married;Adm-clerical;Own-child;White;Male
16538;Private;HS-grad;Divorced;Other-service;Unmarried;White;Female
16539;Private;Some-college;Never-married;Adm-clerical;Own-child;White;Female
16540;Private;Bachelors;Married-civ-spouse;Prof-specialty;Husband;White;Male
16541;Private;HS-grad;Never-married;Handlers-cleaners;Own-child;White;Male
16542;Self-emp-not-inc;HS-grad;Married-civ-spouse;Exec-managerial;Husband;White;Male
16543;Private;Masters;Married-civ-spouse;Prof-specialty;Husband;White;Male
16544;Self-emp-not-inc;Prof-school;Married-civ-spouse;Prof-specialty;Husband;White;Male
16545;Private;Some-college;Never-married;Exec-managerial;Own-child;Black;Female
16546;Private;Some-college;Never-married;Adm-clerical;Own-child;White;Female
16547;Private;Assoc-voc;Divorced;Craft-repair;Not-in-family;White;Male
16548;Private;HS-grad;Widowed;Machine-op-inspct;Unmarried;White;Female
16549;Private;Bachelors;Never-married;Craft-repair;Own-child;White;Male
16550;Private;HS-grad;Widowed;Other-service;Own-child;White;Female
16551;Private;Assoc-acdm;Never-married;Other-service;Not-in-family;Black;Female
16552;Private;Some-college;Divorced;Sales;Unmarried;White;Female
16553;Private;HS-grad;Never-married;Handlers-cleaners;Unmarried;Black;Female
16554;Private;HS-grad;Married-civ-spouse;Craft-repair;Husband;White;Male
16555;Private;9th;Married-civ-spouse;Craft-repair;Husband;Other;Male
